==616== NVPROF is profiling process 616, command: /benchrun/native/sm6_gtx1080/cuda6-transpose/input-repeat1-dimx128-dimy128/transpose -repeat=1 -dimX=128 -dimY=128
==616== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==616== Profiling application: /benchrun/native/sm6_gtx1080/cuda6-transpose/input-repeat1-dimx128-dimy128/transpose -repeat=1 -dimX=128 -dimY=128
==616== Profiling result:
"Device","Context","Stream","Kernel","Correlation_ID","elapsed_cycles_sm","inst_per_warp","branch_efficiency","warp_execution_efficiency","warp_nonpred_execution_efficiency","inst_replay_overhead","shared_load_transactions_per_request","shared_store_transactions_per_request","local_load_transactions_per_request","local_store_transactions_per_request","gld_transactions_per_request","gst_transactions_per_request","shared_store_transactions","shared_load_transactions","local_load_transactions","local_store_transactions","gld_transactions","gst_transactions","sysmem_read_transactions","sysmem_write_transactions","l2_read_transactions","l2_write_transactions","global_hit_rate","local_hit_rate","gld_requested_throughput","gst_requested_throughput","gld_throughput","gst_throughput","local_memory_overhead","tex_cache_hit_rate","l2_tex_read_hit_rate","l2_tex_write_hit_rate","tex_cache_throughput","l2_tex_read_throughput","l2_tex_write_throughput","l2_read_throughput","l2_write_throughput","sysmem_read_throughput","sysmem_write_throughput","local_load_throughput","local_store_throughput","shared_load_throughput","shared_store_throughput","gld_efficiency","gst_efficiency","tex_cache_transactions","flop_count_dp","flop_count_dp_add","flop_count_dp_fma","flop_count_dp_mul","flop_count_sp","flop_count_sp_add","flop_count_sp_fma","flop_count_sp_mul","flop_count_sp_special","inst_executed","inst_issued","sysmem_utilization","stall_inst_fetch","stall_exec_dependency","stall_memory_dependency","stall_texture","stall_sync","stall_other","stall_constant_memory_dependency","stall_pipe_busy","shared_efficiency","inst_fp_32","inst_fp_64","inst_integer","inst_bit_convert","inst_control","inst_compute_ld_st","inst_misc","inst_inter_thread_communication","issue_slots","cf_issued","cf_executed","ldst_issued","ldst_executed","atomic_transactions","atomic_transactions_per_request","l2_atomic_throughput","l2_atomic_transactions","l2_tex_read_transactions","stall_memory_throttle","stall_not_selected","l2_tex_write_transactions","flop_count_hp","flop_count_hp_add","flop_count_hp_mul","flop_count_hp_fma","inst_fp_16","sysmem_read_utilization","sysmem_write_utilization","pcie_total_data_transmitted","pcie_total_data_received","inst_executed_global_loads","inst_executed_local_loads","inst_executed_shared_loads","inst_executed_surface_loads","inst_executed_global_stores","inst_executed_local_stores","inst_executed_shared_stores","inst_executed_surface_stores","inst_executed_global_atomics","inst_executed_global_reductions","inst_executed_surface_atomics","inst_executed_surface_reductions","inst_executed_shared_atomics","inst_executed_tex_ops","l2_global_load_bytes","l2_local_load_bytes","l2_surface_load_bytes","l2_local_global_store_bytes","l2_global_reduction_bytes","l2_global_atomic_store_bytes","l2_surface_store_bytes","l2_surface_reduction_bytes","l2_surface_atomic_store_bytes","global_load_requests","local_load_requests","surface_load_requests","global_store_requests","local_store_requests","surface_store_requests","global_atomic_requests","global_reduction_requests","surface_atomic_requests","surface_reduction_requests","sysmem_read_bytes","sysmem_write_bytes","l2_tex_hit_rate","texture_load_requests","unique_warps_launched","sm_efficiency","achieved_occupancy","ipc","issued_ipc","issue_slot_utilization","eligible_warps_per_cycle","tex_utilization","l2_utilization","shared_utilization","ldst_fu_utilization","cf_fu_utilization","special_fu_utilization","tex_fu_utilization","single_precision_fu_utilization","double_precision_fu_utilization","flop_hp_efficiency","flop_sp_efficiency","flop_dp_efficiency","dram_read_transactions","dram_write_transactions","dram_read_throughput","dram_write_throughput","dram_utilization","half_precision_fu_utilization","ecc_transactions","ecc_throughput","dram_read_bytes","dram_write_bytes"
,,,,,,,%,%,%,,,,,,,,,,,,,,,,,,%,%,GB/s,GB/s,GB/s,GB/s,%,%,%,%,GB/s,GB/s,GB/s,GB/s,GB/s,B/s,MB/s,B/s,B/s,GB/s,GB/s,%,%,,,,,,,,,,,,,,%,%,%,%,%,%,%,%,%,,,,,,,,,,,,,,,,B/s,,,%,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,%,,,,%,,,,,,,,,,,%,%,%,,,GB/s,GB/s,,,,B/s,,
"NVIDIA GeForce GTX 1080 (0)","1","7","_Z4copyPfS_ii",120,111165,19.000000,100.000000,100.000000,100.000000,0.105263,0.000000,0.000000,0.000000,0.000000,16.003906,4.000000,0,0,0,0,8194,2048,0,5,2642,2061,0.000000,0.000000,31.591696,31.591696,31.591696,31.591696,0.000000,50.000000,0.000000,50.000000,31.591696,31.591696,31.591696,40.754522,31.792229,0.000000,78.979239,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,2048,0,0,0,0,0,0,0,0,0,9728,10752,"Low (1)",30.598694,7.998570,18.434678,0.000000,0.000000,4.860496,35.632874,0.232311,0.000000,0,0,180224,0,16384,32768,81920,0,10752,512,512,6144,3072,0,0.000000,0.000000,0,2048,1.304827,0.937550,2048,0,0,0,0,0,"Idle (0)","Low (1)",0,0,512,0,0,0,512,0,0,0,0,0,0,0,0,0,65536,0,0,65536,0,0,0,0,0,2048,0,0,2048,0,0,0,0,0,0,0,160,25.000000,0,512,33.289135,0.369889,0.246803,0.272783,6.819566,0.434071,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Idle (0)",0.000000,0.000000,0.000000,14,128,0.215959,1.974481,"Low (1)","Idle (0)",0,0.000000,448,4096
"NVIDIA GeForce GTX 1080 (0)","1","7","_Z4copyPfS_ii",122,138745,19.000000,100.000000,100.000000,100.000000,0.105263,0.000000,0.000000,0.000000,0.000000,16.003906,4.000000,0,0,0,0,8194,2048,0,5,2500,2077,0.000000,0.000000,31.526424,31.526424,31.526424,31.526424,0.000000,50.000000,0.000000,50.000000,31.526424,31.526424,31.526424,38.484404,31.972843,0.000000,78.816059,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,2048,0,0,0,0,0,0,0,0,0,9728,10752,"Low (1)",30.062965,7.945040,18.451959,0.000000,0.000000,4.797262,36.187234,0.243635,0.000000,0,0,180224,0,16384,32768,81920,0,10752,512,512,6144,3072,0,0.000000,0.000000,0,2048,1.294234,1.017671,2048,0,0,0,0,0,"Idle (0)","Low (1)",0,0,512,0,0,0,512,0,0,0,0,0,0,0,0,0,65536,0,0,65536,0,0,0,0,0,2048,0,0,2048,0,0,0,0,0,0,0,160,25.000000,0,512,25.820751,0.345096,0.251142,0.273490,6.837259,0.701339,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Idle (0)",0.000000,0.000000,0.000000,2598,1704,39.992993,26.230970,"Low (3)","Idle (0)",0,0.000000,83136,54528
"NVIDIA GeForce GTX 1080 (0)","1","7","_Z13copySharedMemPfS_ii",130,143620,36.000000,100.000000,100.000000,97.222222,0.083333,1.000000,1.000000,0.000000,0.000000,16.003906,4.000000,512,512,0,0,8194,2048,0,5,2502,2077,0.000000,0.000000,27.819123,27.819123,27.819123,27.819123,0.000000,50.000000,0.000000,50.000000,27.819123,27.819123,27.819123,33.986058,28.213046,0.000000,69.547808,0.000000,0.000000,27.819123,27.819123,100.000000,100.000000,2048,0,0,0,0,0,0,0,0,0,18432,19968,"Low (1)",18.346946,10.428472,32.471074,0.000000,8.514307,3.949270,24.108419,0.962853,100.000000,0,0,278528,0,16384,81920,196608,0,19456,1024,1024,8192,5632,0,0.000000,0.000000,0,2048,0.066384,1.152276,2048,0,0,0,0,0,"Idle (0)","Low (1)",0,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,65536,0,0,65536,0,0,0,0,0,2048,0,0,2048,0,0,0,0,0,0,0,160,25.000000,0,512,27.724183,0.376173,0.445357,0.421871,10.276346,0.666293,"Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Idle (0)",0.000000,0.000000,0.000000,2108,2052,28.634137,27.873457,"Low (2)","Idle (0)",0,0.000000,67456,65664
"NVIDIA GeForce GTX 1080 (0)","1","7","_Z13copySharedMemPfS_ii",132,149340,36.000000,100.000000,100.000000,97.222222,0.083333,1.000000,1.000000,0.000000,0.000000,16.003906,4.000000,512,512,0,0,8194,2048,0,5,2268,2093,0.000000,0.000000,29.343825,29.343825,29.343825,29.343825,0.000000,50.000000,0.000000,50.000000,29.343825,29.343825,29.343825,32.495994,29.988587,0.000000,73.359562,0.000000,0.000000,29.343825,29.343825,100.000000,100.000000,2048,0,0,0,0,0,0,0,0,0,18432,19968,"Low (1)",19.560464,11.311478,29.051120,0.000000,7.149423,4.158448,26.306130,1.041235,100.000000,0,0,278528,0,16384,81920,196608,0,19456,1024,1024,8192,5632,0,0.000000,0.000000,0,2048,0.163337,1.258365,2048,0,0,0,0,0,"Idle (0)","Low (1)",0,512,512,0,512,0,512,0,512,0,0,0,0,0,0,0,65536,0,0,65536,0,0,0,0,0,2048,0,0,2048,0,0,0,0,0,0,0,160,25.000000,0,512,25.976901,0.374529,0.682920,0.432142,10.526544,0.699792,"Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Idle (0)",0.000000,0.000000,0.000000,264,41,3.782602,0.587450,"Low (1)","Idle (0)",0,0.000000,8448,1312
"NVIDIA GeForce GTX 1080 (0)","1","7","_Z14transposeNaivePfS_ii",140,153475,22.000000,100.000000,100.000000,100.000000,0.136364,0.000000,0.000000,0.000000,0.000000,16.003906,32.000000,0,0,0,0,8194,16384,0,5,2860,16397,0.000000,0.000000,19.025922,19.025922,19.025922,152.207372,0.000000,10.000000,100.000000,96.875000,19.025922,19.025922,152.207372,26.569402,152.328142,0.000000,47.564803,0.000000,0.000000,0.000000,0.000000,100.000000,12.500000,2048,0,0,0,0,0,0,0,0,0,11264,12800,"Low (1)",21.771029,6.271673,31.966001,0.000000,0.000000,3.528833,29.126184,0.332753,0.000000,0,0,229376,0,16384,32768,81920,0,12800,512,512,6144,3072,0,0.000000,0.000000,0,2048,5.925131,1.078396,16384,0,0,0,0,0,"Idle (0)","Low (1)",512,0,512,0,0,0,512,0,0,0,0,0,0,0,0,0,65536,0,0,524288,0,0,0,0,0,2048,0,0,2048,0,0,0,0,0,0,0,160,97.222222,0,512,29.064514,0.306308,0.237893,0.270333,6.758326,0.478118,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Idle (0)",0.000000,0.000000,0.000000,2100,1671,19.509002,15.523591,"Low (2)","Idle (0)",0,0.000000,67200,53472
"NVIDIA GeForce GTX 1080 (0)","1","7","_Z14transposeNaivePfS_ii",142,155150,22.000000,100.000000,100.000000,100.000000,0.136364,0.000000,0.000000,0.000000,0.000000,16.003906,32.000000,0,0,0,0,8194,16384,0,5,2332,16397,0.000000,0.000000,19.037790,19.037790,19.037790,152.302324,0.000000,10.000000,0.000000,96.875000,19.037790,19.037790,152.302324,21.677797,152.423169,0.000000,47.594476,0.000000,0.000000,0.000000,0.000000,100.000000,12.500000,2048,0,0,0,0,0,0,0,0,0,11264,12800,"Low (1)",20.974113,6.101200,30.715675,0.000000,0.000000,3.471688,28.372180,0.318534,0.000000,0,0,229376,0,16384,32768,81920,0,12800,512,512,6144,3072,0,0.000000,0.000000,0,2048,9.009662,1.036950,16384,0,0,0,0,0,"Idle (0)","Low (1)",512,0,512,0,0,0,512,0,0,0,0,0,0,0,0,0,65536,0,0,524288,0,0,0,0,0,2048,0,0,2048,0,0,0,0,0,0,0,160,86.111111,0,512,28.414816,0.303384,0.305224,0.346846,8.671147,0.483494,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Idle (0)",0.000000,0.000000,0.000000,2178,2064,20.246244,19.186523,"Low (2)","Idle (0)",0,0.000000,69696,66048
"NVIDIA GeForce GTX 1080 (0)","1","7","_Z18transposeCoalescedPfS_ii",150,123685,34.000000,100.000000,100.000000,100.000000,0.088235,8.000000,1.000000,0.000000,0.000000,16.003906,4.000000,512,4096,0,0,8194,2048,0,5,2512,2061,0.000000,0.000000,27.972116,27.972116,27.972116,27.972116,0.000000,50.000000,0.000000,50.000000,27.972116,27.972116,27.972116,34.309548,28.149673,0.000000,69.930288,0.000000,0.000000,223.776925,27.972116,100.000000,100.000000,2048,0,0,0,0,0,0,0,0,0,17408,18944,"Low (1)",22.739634,12.688096,28.598277,0.000000,9.734946,5.015142,17.392574,1.810396,22.222222,0,0,327680,0,16384,81920,131072,0,18944,512,512,8192,5632,0,0.000000,0.000000,0,2048,0.057278,1.963658,2048,0,0,0,0,0,"Idle (0)","Low (1)",0,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,65536,0,0,65536,0,0,0,0,0,2048,0,0,2048,0,0,0,0,0,0,0,160,25.000000,0,512,36.055349,0.369752,0.398854,0.413760,10.343999,0.797139,"Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Idle (0)",0.000000,0.000000,0.000000,2586,1752,35.320259,23.929271,"Low (2)","Idle (0)",0,0.000000,82752,56064
"NVIDIA GeForce GTX 1080 (0)","1","7","_Z18transposeCoalescedPfS_ii",152,146025,34.000000,100.000000,100.000000,100.000000,0.088235,8.000000,1.000000,0.000000,0.000000,16.003906,4.000000,512,4096,0,0,8194,2048,0,5,2374,2061,0.000000,0.000000,26.805075,26.805075,26.805075,26.805075,0.000000,50.000000,0.000000,100.000000,26.805075,26.805075,26.805075,31.071899,26.975225,0.000000,67.012688,0.000000,0.000000,214.440602,26.805075,100.000000,100.000000,2048,0,0,0,0,0,0,0,0,0,17408,18944,"Low (1)",20.318222,11.159914,27.166696,0.000000,7.469987,4.640607,25.780330,1.662425,22.222222,0,0,327680,0,16384,81920,131072,0,18944,512,512,8192,5632,0,0.000000,0.000000,0,2048,0.053108,1.748712,2048,0,0,0,0,0,"Idle (0)","Low (1)",0,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,65536,0,0,65536,0,0,0,0,0,2048,0,0,2048,0,0,0,0,0,0,0,160,50.000000,0,512,38.015527,0.365109,0.353728,0.423434,10.585842,0.809830,"Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Idle (0)",0.000000,0.000000,0.000000,3741,2082,48.963763,27.250081,"Low (3)","Idle (0)",0,0.000000,119712,66624
"NVIDIA GeForce GTX 1080 (0)","1","7","_Z24transposeNoBankConflictsPfS_ii",160,156840,36.000000,100.000000,100.000000,100.000000,0.083333,2.000000,2.000000,0.000000,0.000000,16.003906,4.000000,1024,1024,0,0,8194,2048,0,5,2306,2077,0.000000,0.000000,29.571297,29.571297,29.571297,29.571297,0.000000,50.000000,0.000000,50.000000,29.571297,29.571297,29.571297,33.296587,29.990031,0.000000,73.928241,0.000000,0.000000,59.142593,59.142593,100.000000,100.000000,2048,0,0,0,0,0,0,0,0,0,18432,19968,"Low (1)",4.698545,11.426477,32.635646,0.000000,8.465581,5.586155,33.653768,1.129122,50.000000,0,0,360448,0,16384,81920,131072,0,19968,512,512,8192,5632,0,0.000000,0.000000,0,2048,0.103618,2.301089,2048,0,0,0,0,0,"Idle (0)","Low (1)",512,512,512,0,512,0,512,0,512,0,0,0,0,0,0,0,65536,0,0,65536,0,0,0,0,0,2048,0,0,2048,0,0,0,0,0,0,0,160,25.000000,0,512,23.832924,0.378463,0.745179,0.807277,20.181928,0.852169,"Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Idle (0)",0.000000,0.000000,0.000000,2198,1888,31.737163,27.261039,"Low (2)","Idle (0)",0,0.000000,70336,60416
