stat,raw_value,agg_value
POWER_LLC_LINEFILL_BUF_R,1541,1541
POWER_LLC_LINEFILL_BUF_W,1539,1539
POWER_LLC_LINEFILL_BUF_R_TAG,1541,1541
POWER_LLC_WB_BUF_R,0,0
POWER_LLC_WB_BUF_W,0,0
POWER_LLC_WB_BUF_R_TAG,0,0
POWER_LLC_R,30230,30230
POWER_LLC_W,1027,1027
POWER_LLC_R_TAG,31769,31769
POWER_MC_R,35179,35179
POWER_MC_W,1539,1539
POWER_BLOCK_STATES_R_CORE_0,22009,22009
POWER_BLOCK_STATES_W_CORE_0,22009,22009
POWER_FETCH_QUEUE_R_CORE_0,17864,17864
POWER_FETCH_QUEUE_W_CORE_0,17864,17864
POWER_INST_QUEUE_R_CORE_0,29225,29225
POWER_INST_QUEUE_W_CORE_0,17864,17864
POWER_BR_PRED_R_CORE_0,136,136
POWER_BR_PRED_W_CORE_0,136,136
POWER_RAS_R_CORE_0,512,512
POWER_RAS_W_CORE_0,0,0
POWER_ICACHE_R_CORE_0,17864,17864
POWER_ICACHE_W_CORE_0,3,3
POWER_ICACHE_R_TAG_CORE_0,17950,17950
POWER_ICACHE_MISS_BUF_R_CORE_0,3,3
POWER_ICACHE_MISS_BUF_W_CORE_0,172,172
POWER_ICACHE_MISS_BUF_R_TAG_CORE_0,86,86
POWER_ICACHE_MISS_BUF_W_TAG_CORE_0,0,0
POWER_ICACHE_TOT_ACC_CORE_0,0,0
POWER_ICACHE_CONF_CORE_0,0,0
POWER_INST_DECODER_R_CORE_0,17864,17864
POWER_INST_DECODER_W_CORE_0,0,0
POWER_MICRO_OP_SEQ_R_CORE_0,0,0
POWER_MICRO_OP_SEQ_W_CORE_0,0,0
POWER_OPERAND_DECODER_R_CORE_0,17864,17864
POWER_OPERAND_DECODER_W_CORE_0,0,0
POWER_UOP_QUEUE_R_CORE_0,29225,29225
POWER_UOP_QUEUE_W_CORE_0,17864,17864
POWER_REG_RENAMING_TABLE_R_CORE_0,0,0
POWER_REG_RENAMING_TABLE_W_CORE_0,0,0
POWER_DEP_CHECK_LOGIC_R_CORE_0,17864,17864
POWER_FREELIST_R_CORE_0,0,0
POWER_FREELIST_W_CORE_0,0,0
POWER_RESERVATION_STATION_R_CORE_0,30894,30894
POWER_RESERVATION_STATION_W_CORE_0,17864,17864
POWER_RESERVATION_STATION_R_TAG_CORE_0,17864,17864
POWER_RESERVATION_STATION_W_TAG_CORE_0,0,0
POWER_INST_ISSUE_SEL_LOGIC_R_CORE_0,17864,17864
POWER_INST_ISSUE_SEL_LOGIC_W_CORE_0,17864,17864
POWER_PAYLOAD_RAM_R_CORE_0,17864,17864
POWER_PAYLOAD_RAM_W_CORE_0,17864,17864
POWER_EX_ALU_R_CORE_0,13832,13832
POWER_EX_FPU_R_CORE_0,0,0
POWER_EX_MUL_R_CORE_0,0,0
POWER_EX_SFU_R_CORE_0,0,0
POWER_REORDER_BUF_R_CORE_0,0,0
POWER_REORDER_BUF_W_CORE_0,0,0
POWER_INST_COMMIT_SEL_LOGIC_R_CORE_0,0,0
POWER_INST_COMMIT_SEL_LOGIC_W_CORE_0,17864,17864
POWER_FP_RENAME_R_CORE_0,0,0
POWER_FP_RENAME_W_CORE_0,0,0
POWER_LOAD_QUEUE_R_CORE_0,0,0
POWER_LOAD_QUEUE_W_CORE_0,0,0
POWER_LOAD_QUEUE_R_TAG_CORE_0,0,0
POWER_LOAD_QUEUE_W_TAG_CORE_0,0,0
POWER_STORE_QUEUE_R_CORE_0,0,0
POWER_STORE_QUEUE_W_CORE_0,0,0
POWER_STORE_QUEUE_R_TAG_CORE_0,0,0
POWER_STORE_QUEUE_W_TAG_CORE_0,0,0
POWER_DATA_TLB_R_CORE_0,0,0
POWER_DATA_TLB_W_CORE_0,0,0
POWER_DATA_TLB_R_TAG_CORE_0,0,0
POWER_DATA_TLB_W_TAG_CORE_0,0,0
POWER_INT_REGFILE_R_CORE_0,31696,31696
POWER_INT_REGFILE_W_CORE_0,17864,17864
POWER_FP_REGFILE_R_CORE_0,0,0
POWER_FP_REGFILE_W_CORE_0,0,0
POWER_GP_REGISTER_R_CORE_0,31696,31696
POWER_GP_REGISTER_W_CORE_0,17864,17864
POWER_FP_REGISTER_R_CORE_0,0,0
POWER_FP_REGISTER_W_CORE_0,0,0
POWER_SEGMENT_REGISTER_R_CORE_0,4032,4032
POWER_SEGMENT_REGISTER_W_CORE_0,4032,4032
POWER_CONTROL_REGISTER_R_CORE_0,0,0
POWER_CONTROL_REGISTER_W_CORE_0,0,0
POWER_FLAG_REGISTER_R_CORE_0,0,0
POWER_FLAG_REGISTER_W_CORE_0,0,0
POWER_EXEC_BYPASS_CORE_0,17864,17864
POWER_LOAD_BYPASS_CORE_0,5943,5943
POWER_PIPELINE_CORE_0,17864,17864
POWER_DCACHE_MISS_BUF_R_CORE_0,5940,5940
POWER_DCACHE_MISS_BUF_R_TAG_CORE_0,2032,2032
POWER_DCACHE_MISS_BUF_W_CORE_0,2032,2032
POWER_DCACHE_MISS_BUF_W_TAG_CORE_0,0,0
POWER_DCACHE_LINEFILL_BUF_R_CORE_0,0,0
POWER_L2CACHE_LINEFILL_BUF_R_CORE_0,1981,1981
POWER_DCACHE_LINEFILL_BUF_W_CORE_0,1981,1981
POWER_L2CACHE_LINEFILL_BUF_W_CORE_0,1981,1981
POWER_DCACHE_LINEFILL_BUF_R_TAG_CORE_0,1981,1981
POWER_L2CACHE_LINEFILL_BUF_R_TAG_CORE_0,1981,1981
POWER_DCACHE_LINEFILL_BUF_W_TAG_CORE_0,1981,1981
POWER_DCACHE_WB_BUF_R_CORE_0,0,0
POWER_L2CACHE_WB_BUF_R_CORE_0,0,0
POWER_DCACHE_WB_BUF_W_CORE_0,0,0
POWER_L2CACHE_WB_BUF_W_CORE_0,0,0
POWER_DCACHE_WB_BUF_R_TAG_CORE_0,0,0
POWER_L2CACHE_WB_BUF_R_TAG_CORE_0,0,0
POWER_DCACHE_WB_BUF_W_TAG_CORE_0,0,0
POWER_DCACHE_R_CORE_0,912,912
POWER_L2CACHE_R_CORE_0,0,0
POWER_DCACHE_W_CORE_0,112,112
POWER_L2CACHE_W_CORE_0,0,0
POWER_DCACHE_R_TAG_CORE_0,2944,2944
POWER_L2CACHE_R_TAG_CORE_0,0,0
POWER_CONST_CACHE_R_CORE_0,0,0
POWER_CONST_CACHE_W_CORE_0,0,0
POWER_CONST_CACHE_R_TAG_CORE_0,0,0
POWER_CONST_CACHE_W_TAG_CORE_0,0,0
POWER_TEXTURE_CACHE_R_CORE_0,0,0
POWER_TEXTURE_CACHE_W_CORE_0,0,0
POWER_TEXTURE_CACHE_R_TAG_CORE_0,0,0
POWER_TEXTURE_CACHE_W_TAG_CORE_0,0,0
POWER_SHARED_MEM_R_CORE_0,3008,3008
POWER_SHARED_MEM_W_CORE_0,0,0
POWER_SHARED_MEM_R_TAG_CORE_0,3008,3008
POWER_SHARED_MEM_W_TAG_CORE_0,0,0
POWER_BLOCK_STATES_R_CORE_1,22095,22095
POWER_BLOCK_STATES_W_CORE_1,22095,22095
POWER_FETCH_QUEUE_R_CORE_1,17864,17864
POWER_FETCH_QUEUE_W_CORE_1,17864,17864
POWER_INST_QUEUE_R_CORE_1,29250,29250
POWER_INST_QUEUE_W_CORE_1,17864,17864
POWER_BR_PRED_R_CORE_1,136,136
POWER_BR_PRED_W_CORE_1,136,136
POWER_RAS_R_CORE_1,512,512
POWER_RAS_W_CORE_1,0,0
POWER_ICACHE_R_CORE_1,17864,17864
POWER_ICACHE_W_CORE_1,3,3
POWER_ICACHE_R_TAG_CORE_1,17950,17950
POWER_ICACHE_MISS_BUF_R_CORE_1,3,3
POWER_ICACHE_MISS_BUF_W_CORE_1,172,172
POWER_ICACHE_MISS_BUF_R_TAG_CORE_1,86,86
POWER_ICACHE_MISS_BUF_W_TAG_CORE_1,0,0
POWER_ICACHE_TOT_ACC_CORE_1,0,0
POWER_ICACHE_CONF_CORE_1,0,0
POWER_INST_DECODER_R_CORE_1,17864,17864
POWER_INST_DECODER_W_CORE_1,0,0
POWER_MICRO_OP_SEQ_R_CORE_1,0,0
POWER_MICRO_OP_SEQ_W_CORE_1,0,0
POWER_OPERAND_DECODER_R_CORE_1,17864,17864
POWER_OPERAND_DECODER_W_CORE_1,0,0
POWER_UOP_QUEUE_R_CORE_1,29250,29250
POWER_UOP_QUEUE_W_CORE_1,17864,17864
POWER_REG_RENAMING_TABLE_R_CORE_1,0,0
POWER_REG_RENAMING_TABLE_W_CORE_1,0,0
POWER_DEP_CHECK_LOGIC_R_CORE_1,17864,17864
POWER_FREELIST_R_CORE_1,0,0
POWER_FREELIST_W_CORE_1,0,0
POWER_RESERVATION_STATION_R_CORE_1,30799,30799
POWER_RESERVATION_STATION_W_CORE_1,17864,17864
POWER_RESERVATION_STATION_R_TAG_CORE_1,17864,17864
POWER_RESERVATION_STATION_W_TAG_CORE_1,0,0
POWER_INST_ISSUE_SEL_LOGIC_R_CORE_1,17864,17864
POWER_INST_ISSUE_SEL_LOGIC_W_CORE_1,17864,17864
POWER_PAYLOAD_RAM_R_CORE_1,17864,17864
POWER_PAYLOAD_RAM_W_CORE_1,17864,17864
POWER_EX_ALU_R_CORE_1,13832,13832
POWER_EX_FPU_R_CORE_1,0,0
POWER_EX_MUL_R_CORE_1,0,0
POWER_EX_SFU_R_CORE_1,0,0
POWER_REORDER_BUF_R_CORE_1,0,0
POWER_REORDER_BUF_W_CORE_1,0,0
POWER_INST_COMMIT_SEL_LOGIC_R_CORE_1,0,0
POWER_INST_COMMIT_SEL_LOGIC_W_CORE_1,17864,17864
POWER_FP_RENAME_R_CORE_1,0,0
POWER_FP_RENAME_W_CORE_1,0,0
POWER_LOAD_QUEUE_R_CORE_1,0,0
POWER_LOAD_QUEUE_W_CORE_1,0,0
POWER_LOAD_QUEUE_R_TAG_CORE_1,0,0
POWER_LOAD_QUEUE_W_TAG_CORE_1,0,0
POWER_STORE_QUEUE_R_CORE_1,0,0
POWER_STORE_QUEUE_W_CORE_1,0,0
POWER_STORE_QUEUE_R_TAG_CORE_1,0,0
POWER_STORE_QUEUE_W_TAG_CORE_1,0,0
POWER_DATA_TLB_R_CORE_1,0,0
POWER_DATA_TLB_W_CORE_1,0,0
POWER_DATA_TLB_R_TAG_CORE_1,0,0
POWER_DATA_TLB_W_TAG_CORE_1,0,0
POWER_INT_REGFILE_R_CORE_1,31696,31696
