emulator_type,created,sim_time_secs,total_inst_count,total_cycle_count,dram_total_reads,dram_total_writes,dram_avg_read_latency,total_instr_cache_access,total_const_cache_access,total_shared_cache_access,total_instr_cache_misses,total_const_cache_misses,total_shared_cache_misses,kips,total_ipc
OCELOT,,20.334,76856,34353,0,0,0.0,0,0,0,24,1024,0,3.7796793547752534,2.2372427444473555
