emulator_type,created,sim_time_secs,total_inst_count,total_cycle_count,dram_total_reads,dram_total_writes,dram_avg_read_latency,total_instr_cache_access,total_const_cache_access,total_shared_cache_access,total_instr_cache_misses,total_const_cache_misses,total_shared_cache_misses,kips,total_ipc
OCELOT,,84.958,76856,17534,0,0,0.0,0,0,0,16,2048,0,0.9046352315261659,4.383255389528915
