emulator_type,created,sim_time_secs,total_inst_count,total_cycle_count,dram_total_reads,dram_total_writes,dram_avg_read_latency,total_instr_cache_access,total_const_cache_access,total_shared_cache_access,total_instr_cache_misses,total_const_cache_misses,total_shared_cache_misses,kips,total_ipc
OCELOT,,25.208,22473,38867,0,0,0.0,0,0,0,16,0,0,0.8915026975563313,0.5782025883139938
